Data;Número;Histórico;Débito;Crédito
03/01/2019;932;COMPRA DE MERCADORIA CONF. NF.  76290 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;1.795,00
15/01/2019;932;COMPRA DE MERCADORIA CONF. NF.  77217 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;1.410,00
12/02/2019;932;COMPRA DE MERCADORIA CONF. NF.  79039 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;920,00
26/02/2019;932;COMPRA DE MERCADORIA CONF. NF.  79883 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;1.471,00
14/03/2019;932;COMPRA DE MERCADORIA CONF. NF.  80851 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;460,00
26/03/2019;932;COMPRA DE MERCADORIA CONF. NF.  81613 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;1.420,00
09/04/2019;932;COMPRA DE MERCADORIA CONF. NF.  82741 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;431,00
23/04/2019;932;COMPRA DE MERCADORIA CONF. NF.  83631 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;870,00
07/05/2019;932;COMPRA DE MERCADORIA CONF. NF.  84985 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;775,00
21/05/2019;932;COMPRA DE MERCADORIA CONF. NF.  85933 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;1.123,00
05/06/2019;932;COMPRA DE MERCADORIA CONF. NF.  86723 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;405,00
19/06/2019;932;COMPRA DE MERCADORIA CONF. NF.  88105 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;780,00
30/06/2019;932;COMPRA DE MERCADORIA CONF. NF.  88727 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;660,00
17/07/2019;932;COMPRA DE MERCADORIA CONF. NF.  89965 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;1.200,00
13/08/2019;932;COMPRA DE MERCADORIA CONF. NF.  91714 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;570,00
27/08/2019;932;COMPRA DE MERCADORIA CONF. NF.  92678 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;995,00
10/09/2019;932;COMPRA DE MERCADORIA CONF. NF.  93822 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;577,00
24/09/2019;932;COMPRA DE MERCADORIA CONF. NF.  94727 FOR. NOSSA FRUTA BRASIL IND.  ALIM. LTDA ;;1.405,00
09/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  444184 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.402,02
09/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  444184 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.117,20
11/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  444461 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;416,68
19/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  446030 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;4.160,00
19/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  446031 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;745,92
19/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  446031 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.463,82
19/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  446032 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;533,46
19/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  446032 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;630,39
19/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  446033 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.664,16
19/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  446034 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.576,06
19/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  446034 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.047,32
19/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  446035 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;303,36
31/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  448179 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;193,44
31/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  448180 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;18,45
31/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  448180 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.376,07
31/10/2018;933;COMPRA DE MERCADORIA CONF. NF.  448181 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;32,40
07/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  450535 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;400,00
14/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  451421 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.075,62
14/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  451421 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;62,16
14/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  451422 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;951,91
14/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  451422 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;184,20
14/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  451423 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.261,44
16/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  452595 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;4.280,00
22/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  453357 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;586,08
22/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  453357 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;51,32
27/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  454443 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;373,62
27/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  454443 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.400,80
27/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  454444 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.427,43
27/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  454444 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;123,60
27/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  454445 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.910,92
27/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  454445 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.254,97
27/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  454446 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;570,60
27/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  454447 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.675,80
28/11/2018;933;COMPRA DE MATERIAL PARA USO OU  CONSUMO CONF. NF. 455363 FOR. NORDIL  NORDESTE DIST E LOGISTICA LTDA ;;293,04
30/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  455940 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;358,08
30/11/2018;933;COMPRA DE MERCADORIA CONF. NF.  455940 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;268,44
12/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  459576 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;498,00
12/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  459577 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.540,26
12/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  459577 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;61,80
14/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  460966 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;379,08
14/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  460967 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;4.280,00
27/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  462906 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;991,74
27/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  462906 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;940,13
27/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  462907 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.295,00
27/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  462908 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.204,65
27/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  462908 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;52,14
28/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  462905 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.004,93
28/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  462905 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.831,06
29/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  463279 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;755,04
29/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  463279 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;285,63
29/12/2018;933;COMPRA DE MERCADORIA CONF. NF.  463280 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;561,90
10/01/2019;933;COMPRA DE MERCADORIA CONF. NF.  465462 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;4.280,00
16/01/2019;933;COMPRA DE MERCADORIA CONF. NF.  466620 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.341,70
16/01/2019;933;COMPRA DE MERCADORIA CONF. NF.  466620 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.422,72
24/01/2019;933;COMPRA DE MERCADORIA CONF. NF.  468836 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.820,07
24/01/2019;933;COMPRA DE MERCADORIA CONF. NF.  468836 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;488,15
24/01/2019;933;COMPRA DE MERCADORIA CONF. NF.  468837 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.109,64
24/01/2019;933;COMPRA DE MERCADORIA CONF. NF.  468837 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;309,48
24/01/2019;933;COMPRA DE MERCADORIA CONF. NF.  468839 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.938,77
24/01/2019;933;COMPRA DE MERCADORIA CONF. NF.  468839 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.463,20
30/01/2019;933;COMPRA DE MERCADORIA CONF. NF.  469729 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;554,10
30/01/2019;933;COMPRA DE MERCADORIA CONF. NF.  469729 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;605,12
07/02/2019;933;COMPRA DE MERCADORIA CONF. NF.  472064 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;192,54
07/02/2019;933;COMPRA DE MERCADORIA CONF. NF.  472064 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;680,34
15/02/2019;933;COMPRA DE MERCADORIA CONF. NF.  474122 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;695,76
15/02/2019;933;COMPRA DE MERCADORIA CONF. NF.  474122 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.565,22
15/02/2019;933;COMPRA DE MERCADORIA CONF. NF.  474124 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.375,40
25/02/2019;933;COMPRA DE MERCADORIA CONF. NF.  476065 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.011,24
25/02/2019;933;COMPRA DE MERCADORIA CONF. NF.  476065 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.484,33
25/02/2019;933;COMPRA DE MERCADORIA CONF. NF.  476066 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.672,65
25/02/2019;933;COMPRA DE MERCADORIA CONF. NF.  476066 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;4.468,64
28/02/2019;933;COMPRA DE MERCADORIA CONF. NF.  478159 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;972,11
28/02/2019;933;COMPRA DE MERCADORIA CONF. NF.  478159 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.765,74
14/03/2019;933;COMPRA DE MERCADORIA CONF. NF.  479776 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.153,71
14/03/2019;933;COMPRA DE MERCADORIA CONF. NF.  479777 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.216,24
14/03/2019;933;COMPRA DE MERCADORIA CONF. NF.  479777 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;509,28
25/03/2019;933;COMPRA DE MERCADORIA CONF. NF.  482597 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.758,97
25/03/2019;933;COMPRA DE MERCADORIA CONF. NF.  482597 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;327,48
25/03/2019;933;COMPRA DE MERCADORIA CONF. NF.  482598 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.856,99
25/03/2019;933;COMPRA DE MERCADORIA CONF. NF.  482598 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;713,94
25/03/2019;933;COMPRA DE MERCADORIA CONF. NF.  482599 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.616,00
25/03/2019;933;COMPRA DE MERCADORIA CONF. NF.  482600 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.126,86
25/03/2019;933;COMPRA DE MERCADORIA CONF. NF.  482600 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.282,30
25/03/2019;933;COMPRA DE MERCADORIA CONF. NF.  482601 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;3.949,40
26/03/2019;933;COMPRA DE MERCADORIA CONF. NF.  482596 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.555,68
26/03/2019;933;COMPRA DE MERCADORIA CONF. NF.  482596 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;82,08
03/04/2019;933;COMPRA DE MERCADORIA CONF. NF.  485026 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.188,00
11/04/2019;933;COMPRA DE MERCADORIA CONF. NF.  486465 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.118,77
11/04/2019;933;COMPRA DE MERCADORIA CONF. NF.  486465 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;562,32
18/04/2019;933;COMPRA DE MERCADORIA CONF. NF.  487678 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;952,49
18/04/2019;933;COMPRA DE MERCADORIA CONF. NF.  487678 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.075,90
18/04/2019;933;COMPRA DE MERCADORIA CONF. NF.  487679 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;465,70
18/04/2019;933;COMPRA DE MERCADORIA CONF. NF.  487679 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;918,87
18/04/2019;933;COMPRA DE MERCADORIA CONF. NF.  487680 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.616,00
25/04/2019;933;COMPRA DE MERCADORIA CONF. NF.  489971 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;722,73
25/04/2019;933;COMPRA DE MERCADORIA CONF. NF.  489971 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;677,94
17/05/2019;933;COMPRA DE MERCADORIA CONF. NF.  495019 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;410,23
17/05/2019;933;COMPRA DE MERCADORIA CONF. NF.  495019 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;397,14
24/05/2019;933;COMPRA DE MERCADORIA CONF. NF.  496147 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.310,08
24/05/2019;933;COMPRA DE MERCADORIA CONF. NF.  496147 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.776,96
28/05/2019;933;COMPRA DE MERCADORIA CONF. NF.  497228 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;823,76
28/05/2019;933;COMPRA DE MERCADORIA CONF. NF.  497228 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;206,88
28/05/2019;933;COMPRA DE MERCADORIA CONF. NF.  497230 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;486,96
28/05/2019;933;COMPRA DE MERCADORIA CONF. NF.  497230 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;291,60
28/05/2019;933;COMPRA DE MERCADORIA CONF. NF.  497231 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.102,10
28/05/2019;933;COMPRA DE MERCADORIA CONF. NF.  497231 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;568,34
31/05/2019;933;COMPRA DE MERCADORIA CONF. NF.  498634 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;301,92
31/05/2019;933;COMPRA DE MERCADORIA CONF. NF.  498634 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;128,40
11/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  500701 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.264,20
11/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  500702 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;62,16
11/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  500701 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;640,26
11/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  500702 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;385,74
18/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  502117 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.165,16
18/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  502118 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.470,08
18/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  502117 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;348,66
18/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  502118 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;988,45
27/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  504310 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;224,07
27/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  504311 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.242,08
27/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  504312 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;616,24
27/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  504310 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;531,77
27/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  504312 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.131,06
30/06/2019;933;COMPRA DE MERCADORIA CONF. NF.  505285 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;117,00
19/07/2019;933;COMPRA DE MERCADORIA CONF. NF.  508704 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.131,04
19/07/2019;933;COMPRA DE MERCADORIA CONF. NF.  508704 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;686,16
19/07/2019;933;COMPRA DE MERCADORIA CONF. NF.  508747 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.249,80
24/07/2019;933;COMPRA DE MERCADORIA CONF. NF.  510322 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.766,28
24/07/2019;933;COMPRA DE MERCADORIA CONF. NF.  510322 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;914,85
24/07/2019;933;COMPRA DE MERCADORIA CONF. NF.  510323 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;816,00
24/07/2019;933;COMPRA DE MERCADORIA CONF. NF.  510323 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;230,40
24/07/2019;933;COMPRA DE MERCADORIA CONF. NF.  510324 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.165,62
24/07/2019;933;COMPRA DE MERCADORIA CONF. NF.  510324 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.037,66
24/07/2019;933;COMPRA DE MERCADORIA CONF. NF.  510389 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;141,00
29/07/2019;933;COMPRA DE MERCADORIA CONF. NF.  511108 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.091,29
29/07/2019;933;COMPRA DE MERCADORIA CONF. NF.  511108 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;248,22
07/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  512829 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;3.272,04
09/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  513827 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.396,84
09/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  513827 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;509,64
13/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  514361 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;453,60
14/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  515190 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;93,24
14/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  515190 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;6.510,00
22/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  517089 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.341,70
22/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  517089 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.498,93
22/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  517090 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.540,20
22/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  517090 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.237,22
30/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  518921 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;843,14
30/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  518922 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;445,50
30/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  518922 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;328,35
30/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  518923 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;149,48
30/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  518923 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;248,04
30/08/2019;933;COMPRA DE MERCADORIA CONF. NF.  518924 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;123,84
16/09/2019;933;COMPRA DE MERCADORIA CONF. NF.  522835 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.256,94
16/09/2019;933;COMPRA DE MERCADORIA CONF. NF.  522835 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;185,28
21/09/2019;933;COMPRA DE MERCADORIA CONF. NF.  523822 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;148,80
21/09/2019;933;COMPRA DE MERCADORIA CONF. NF.  523823 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.861,16
21/09/2019;933;COMPRA DE MERCADORIA CONF. NF.  523823 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;683,72
21/09/2019;933;COMPRA DE MERCADORIA CONF. NF.  523824 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;256,80
21/09/2019;933;COMPRA DE MERCADORIA CONF. NF.  523826 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2.184,03
21/09/2019;933;COMPRA DE MERCADORIA CONF. NF.  523826 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1.660,48
27/09/2019;933;COMPRA DE MERCADORIA CONF. NF.  525073 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;363,43
27/09/2019;933;COMPRA DE MERCADORIA CONF. NF.  525073 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;369,12
30/09/2019;933;COMPRA DE MERCADORIA CONF. NF.  525439 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;3.871,00
05/10/2018;934;COMPRA DE MERCADORIA CONF. NF.  1359459 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;;704,91
09/10/2018;934;COMPRA DE MERCADORIA CONF. NF.  1360424 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;;1.370,00
16/10/2018;934;COMPRA DE MERCADORIA CONF. NF.  1362341 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;;855,66
16/10/2018;934;COMPRA DE MERCADORIA CONF. NF.  1362341 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;;653,76
18/10/2018;934;COMPRA DE MERCADORIA CONF. NF.  1363850 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;;159,50
18/10/2018;934;COMPRA DE MERCADORIA CONF. NF.  1363851 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;;634,28
25/10/2018;934;COMPRA DE MERCADORIA CONF. NF.  1366190 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;;942,92
25/10/2018;934;COMPRA DE MERCADORIA CONF. NF.  1366190 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;;425,04
31/10/2018;934;COMPRA DE MERCADORIA CONF. NF.  1367802 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;;1.190,00
09/11/2018;934;COMPRA DE MERCADORIA CONF. NF.  1370919 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;;3.980,20
09/11/2018;934;COMPRA DE MERCADORIA CONF. NF.  1370920 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;;239,55
14/11/2018;934;COMPRA DE MERCADORIA CONF. NF.  1372439 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;;1.207,27
