Data;Histórico;Débito;Crédito;Histórico separado
14/05/2019;COMPRA DE MERCADORIA CONF. NF.  493698 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;821.76;493698
14/05/2019;COMPRA DE MERCADORIA CONF. NF.  493699 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1107.6;493699
20/05/2019;COMPRA DE MERCADORIA CONF. NF.  495616 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;3700.02;495616
20/05/2019;COMPRA DE MERCADORIA CONF. NF.  495616 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;4654.98;495616
21/05/2019;COMPRA DE MERCADORIA CONF. NF.  495611 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;4400.58;495611
21/05/2019;COMPRA DE MERCADORIA CONF. NF.  495611 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;4881.45;495611
21/05/2019;COMPRA DE MERCADORIA CONF. NF.  495612 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;898.56;495612
21/05/2019;COMPRA DE MERCADORIA CONF. NF.  495612 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;218.4;495612
21/05/2019;COMPRA DE MERCADORIA CONF. NF.  495613 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;3047.9;495613
21/05/2019;COMPRA DE MERCADORIA CONF. NF.  495613 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2337.88;495613
21/05/2019;COMPRA DE MERCADORIA CONF. NF.  495614 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;445.2;495614
21/05/2019;COMPRA DE MERCADORIA CONF. NF.  495615 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1310.4;495615
21/05/2019;COMPRA DE MERCADORIA CONF. NF.  495617 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2756.4;495617
21/05/2019;COMPRA DE MERCADORIA CONF. NF.  495617 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;249.0;495617
28/05/2019;COMPRA DE MERCADORIA CONF. NF.  497233 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;403.08;497233
29/05/2019;COMPRA DE MERCADORIA CONF. NF.  497232 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1620.24;497232
29/05/2019;COMPRA DE MERCADORIA CONF. NF.  497237 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;439.68;497237
29/05/2019;COMPRA DE MERCADORIA CONF. NF.  497238 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2241.3;497238
29/05/2019;COMPRA DE MERCADORIA CONF. NF.  497239 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;244.8;497239
03/06/2019;COMPRA DE MERCADORIA CONF. NF.  499287 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;126.72;499287
03/06/2019;COMPRA DE MERCADORIA CONF. NF.  499288 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;3361.5;499288
03/06/2019;COMPRA DE MERCADORIA CONF. NF.  499289 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1534.08;499289
03/06/2019;COMPRA DE MERCADORIA CONF. NF.  499289 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;346.8;499289
03/06/2019;COMPRA DE MERCADORIA CONF. NF.  499290 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;709.44;499290
03/06/2019;COMPRA DE MERCADORIA CONF. NF.  499291 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2071.77;499291
03/06/2019;COMPRA DE MERCADORIA CONF. NF.  499291 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1834.8;499291
03/06/2019;COMPRA DE MERCADORIA CONF. NF.  499292 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;241.92;499292
03/06/2019;COMPRA DE MERCADORIA CONF. NF.  499294 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2713.92;499294
03/06/2019;COMPRA DE MERCADORIA CONF. NF.  499294 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2249.64;499294
03/06/2019;COMPRA DE MERCADORIA CONF. NF.  499295 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;561.6;499295
05/06/2019;COMPRA DE MERCADORIA CONF. NF.  499293 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;6375.18;499293
05/06/2019;COMPRA DE MERCADORIA CONF. NF.  499293 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;119.1;499293
10/06/2019;COMPRA DE MERCADORIA CONF. NF.  500380 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1255.68;500380
10/06/2019;COMPRA DE MERCADORIA CONF. NF.  500380 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;256.8;500380
10/06/2019;COMPRA DE MERCADORIA CONF. NF.  500381 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2154.6;500381
10/06/2019;COMPRA DE MERCADORIA CONF. NF.  500383 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;912.0;500383
11/06/2019;COMPRA DE MERCADORIA CONF. NF.  500700 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;204.48;500700
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  501947 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;6099.24;501947
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  501949 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;5547.12;501949
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  501949 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;141.0;501949
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  501950 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;613.8;501950
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  501950 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;190.56;501950
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  501951 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1736.22;501951
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  501952 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;312.0;501952
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  501953 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1177.28;501953
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  501953 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;114.84;501953
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  501954 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1668.72;501954
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  501954 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;3871.88;501954
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  501955 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2170.0;501955
20/06/2019;COMPRA DE MERCADORIA CONF. NF.  502119 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;912.0;502119
20/06/2019;COMPRA DE MERCADORIA CONF. NF.  502120 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1482.48;502120
26/06/2019;COMPRA DE MERCADORIA CONF. NF.  503777 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;30908.4;503777
26/06/2019;COMPRA DE MERCADORIA CONF. NF.  503780 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2059.92;503780
26/06/2019;COMPRA DE MERCADORIA CONF. NF.  503780 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2892.9;503780
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  505308 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;108.0;505308
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  505309 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;3735.0;505309
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  505310 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1973.76;505310
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  505310 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;7472.2;505310
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  505311 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;1391.16;505311
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  505312 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;2260.8;505312
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  505312 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;;726.0;505312
31/01/2019;COMPRA DE MERCADORIA CONF. NF.  65420 FOR. CENTAURO SOLUCOES EM  IMPRESSOS EIRELI ;;4914.0;65420
24/01/2019;COMPRA DE MERCADORIA CONF. NF.  297251 FOR. CIA DE PAPEL E PAPELAO  ONDULADO DO NORTE ;;632.3;297251
26/04/2019;COMPRA DE MERCADORIA CONF. NF.  305244 FOR. ONDUNORTE CIA DE PAPEIS  E PAPELAO ONDULA ;;2796.31;305244
20/06/2019;COMPRA DE MERCADORIA CONF. NF.  308592 FOR. ONDUNORTE CIA DE PAPEIS  E PAPELAO ONDULA ;;1638.1;308592
22/02/2019;COMPRA DE MERCADORIA CONF. NF.  94895 FOR. VITAFLOR INDUSTRIA E  COMERCIO DE MASSAS ;;2153.08;94895
24/05/2019;COMPRA DE MERCADORIA CONF. NF.  96724 FOR. JUBERTO ZACARIAS DE  VASCONCELOS EIRELI M ;;1712.29;96724
21/06/2019;COMPRA DE MERCADORIA CONF. NF.  97065 FOR. JUBERTO ZACARIAS DE  VASCONCELOS EIRELI M ;;1094.35;97065
12/02/2019;COMPRA DE MERCADORIA CONF. NF.  88929 FOR. MILI S/A ;;513.87;88929
12/02/2019;COMPRA DE MERCADORIA CONF. NF.  102004 FOR. MILI S/A ;;1509.19;102004
28/02/2019;COMPRA DE MERCADORIA CONF. NF.  89722 FOR. MILI S/A ;;2701.23;89722
28/02/2019;COMPRA DE MERCADORIA CONF. NF.  102899 FOR. MILI S/A ;;207.59;102899
30/03/2019;COMPRA DE MERCADORIA CONF. NF.  90522 FOR. MILI S/A ;;4587.28;90522
25/04/2019;COMPRA DE MERCADORIA CONF. NF.  91207 FOR. MILI S/A ;;301.5;91207
25/04/2019;COMPRA DE MERCADORIA CONF. NF.  104468 FOR. MILI S/A ;;2046.47;104468
18/01/2019;COMPRA DE MERCADORIA CONF. NF.  132923 FOR. URBANO AGROINDUSTRIAL  LTDA ;;3565.4;132923
23/02/2019;COMPRA DE MERCADORIA CONF. NF.  135380 FOR. URBANO AGROINDUSTRIAL  LTDA ;;1068.0;135380
20/03/2019;COMPRA DE MERCADORIA CONF. NF.  136720 FOR. URBANO AGROINDUSTRIAL  LTDA ;;1748.0;136720
13/04/2019;COMPRA DE MERCADORIA CONF. NF.  138646 FOR. URBANO AGROINDUSTRIAL  LTDA ;;4465.0;138646
17/06/2019;COMPRA DE MERCADORIA CONF. NF.  142686 FOR. URBANO AGROINDUSTRIAL  LTDA ;;6035.6;142686
15/01/2019;COMPRA DE MERCADORIA CONF. NF.  814041 FOR. ATACADAO S.A. ;;2015.66;814041
15/01/2019;COMPRA DE MERCADORIA CONF. NF.  814043 FOR. ATACADAO S.A. ;;355.19;814043
15/01/2019;COMPRA DE MERCADORIA CONF. NF.  814044 FOR. ATACADAO S.A. ;;1300.5;814044
15/01/2019;COMPRA DE MERCADORIA CONF. NF.  814072 FOR. ATACADAO S.A. ;;350.6;814072
17/01/2019;COMPRA DE MERCADORIA CONF. NF.  815256 FOR. ATACADAO S.A. ;;538.0;815256
17/01/2019;COMPRA DE MERCADORIA CONF. NF.  815267 FOR. ATACADAO S.A. ;;162.01;815267
17/01/2019;COMPRA DE MERCADORIA CONF. NF.  816049 FOR. ATACADAO S.A. ;;960.0;816049
17/01/2019;COMPRA DE MERCADORIA CONF. NF.  816049 FOR. ATACADAO S.A. ;;820.69;816049
17/01/2019;COMPRA DE MERCADORIA CONF. NF.  816061 FOR. ATACADAO S.A. ;;3184.95;816061
18/01/2019;COMPRA DE MERCADORIA CONF. NF.  817127 FOR. ATACADAO S.A. ;;313.69;817127
18/01/2019;COMPRA DE MERCADORIA CONF. NF.  817134 FOR. ATACADAO S.A. ;;407.18;817134
22/01/2019;COMPRA DE MERCADORIA CONF. NF.  818143 FOR. ATACADAO S.A. ;;834.28;818143
22/01/2019;COMPRA DE MERCADORIA CONF. NF.  818143 FOR. ATACADAO S.A. ;;1751.69;818143
25/01/2019;COMPRA DE MERCADORIA CONF. NF.  819600 FOR. ATACADAO S.A. ;;2214.79;819600
25/01/2019;COMPRA DE MERCADORIA CONF. NF.  819604 FOR. ATACADAO S.A. ;;1980.0;819604
30/01/2019;COMPRA DE MERCADORIA CONF. NF.  821983 FOR. ATACADAO S.A. ;;783.62;821983
30/01/2019;COMPRA DE MERCADORIA CONF. NF.  821986 FOR. ATACADAO S.A. ;;931.45;821986
31/01/2019;COMPRA DE MERCADORIA CONF. NF.  822409 FOR. ATACADAO S.A. ;;212.04;822409
31/01/2019;COMPRA DE MERCADORIA CONF. NF.  822409 FOR. ATACADAO S.A. ;;94.4;822409
04/02/2019;COMPRA DE MERCADORIA CONF. NF.  823841 FOR. ATACADAO S.A. ;;1359.0;823841
04/02/2019;COMPRA DE MERCADORIA CONF. NF.  823856 FOR. ATACADAO S.A. ;;578.0;823856
04/02/2019;COMPRA DE MERCADORIA CONF. NF.  823874 FOR. ATACADAO S.A. ;;1331.0;823874
04/02/2019;COMPRA DE MERCADORIA CONF. NF.  823880 FOR. ATACADAO S.A. ;;546.2;823880
06/02/2019;COMPRA DE MERCADORIA CONF. NF.  825014 FOR. ATACADAO S.A. ;;619.08;825014
11/02/2019;COMPRA DE MERCADORIA CONF. NF.  826925 FOR. ATACADAO S.A. ;;681.27;826925
11/02/2019;COMPRA DE MERCADORIA CONF. NF.  826988 FOR. ATACADAO S.A. ;;715.76;826988
14/02/2019;COMPRA DE MERCADORIA CONF. NF.  828995 FOR. ATACADAO S.A. ;;1276.31;828995
14/02/2019;COMPRA DE MERCADORIA CONF. NF.  829018 FOR. ATACADAO S.A. ;;2053.5;829018
20/02/2019;COMPRA DE MERCADORIA CONF. NF.  831003 FOR. ATACADAO S.A. ;;43176.0;831003
22/02/2019;COMPRA DE MERCADORIA CONF. NF.  832031 FOR. ATACADAO S.A. ;;4066.79;832031
22/02/2019;COMPRA DE MERCADORIA CONF. NF.  832031 FOR. ATACADAO S.A. ;;660.45;832031
26/02/2019;COMPRA DE MERCADORIA CONF. NF.  833000 FOR. ATACADAO S.A. ;;1053.6;833000
26/02/2019;COMPRA DE MERCADORIA CONF. NF.  833006 FOR. ATACADAO S.A. ;;931.46;833006
26/02/2019;COMPRA DE MERCADORIA CONF. NF.  833010 FOR. ATACADAO S.A. ;;236.81;833010
28/02/2019;COMPRA DE MERCADORIA CONF. NF.  834477 FOR. ATACADAO S.A. ;;1696.8;834477
13/03/2019;COMPRA DE MERCADORIA CONF. NF.  837425 FOR. ATACADAO S.A. ;;2035.35;837425
13/03/2019;COMPRA DE MERCADORIA CONF. NF.  838771 FOR. ATACADAO S.A. ;;622.09;838771
13/03/2019;COMPRA DE MERCADORIA CONF. NF.  838782 FOR. ATACADAO S.A. ;;4197.0;838782
15/03/2019;COMPRA DE MERCADORIA CONF. NF.  840358 FOR. ATACADAO S.A. ;;355.5;840358
18/03/2019;COMPRA DE MERCADORIA CONF. NF.  841547 FOR. ATACADAO S.A. ;;624.0;841547
21/03/2019;COMPRA DE MERCADORIA CONF. NF.  842887 FOR. ATACADAO S.A. ;;4218.79;842887
21/03/2019;COMPRA DE MERCADORIA CONF. NF.  842887 FOR. ATACADAO S.A. ;;430.2;842887
27/03/2019;COMPRA DE MERCADORIA CONF. NF.  845605 FOR. ATACADAO S.A. ;;2680.23;845605
27/03/2019;COMPRA DE MERCADORIA CONF. NF.  845605 FOR. ATACADAO S.A. ;;427.73;845605
27/03/2019;COMPRA DE MERCADORIA CONF. NF.  845606 FOR. ATACADAO S.A. ;;734.12;845606
27/03/2019;COMPRA DE MERCADORIA CONF. NF.  845615 FOR. ATACADAO S.A. ;;347.4;845615
27/03/2019;COMPRA DE MERCADORIA CONF. NF.  845618 FOR. ATACADAO S.A. ;;4197.0;845618
29/03/2019;COMPRA DE MERCADORIA CONF. NF.  846278 FOR. ATACADAO S.A. ;;1372.71;846278
31/03/2019;COMPRA DE MERCADORIA CONF. NF.  848248 FOR. ATACADAO S.A. ;;1129.98;848248
08/04/2019;COMPRA DE MERCADORIA CONF. NF.  849339 FOR. ATACADAO S.A. ;;1280.05;849339
08/04/2019;COMPRA DE MERCADORIA CONF. NF.  849347 FOR. ATACADAO S.A. ;;537.8;849347
08/04/2019;COMPRA DE MERCADORIA CONF. NF.  850806 FOR. ATACADAO S.A. ;;1111.0;850806
08/04/2019;COMPRA DE MERCADORIA CONF. NF.  850806 FOR. ATACADAO S.A. ;;274.69;850806
08/04/2019;COMPRA DE MERCADORIA CONF. NF.  850819 FOR. ATACADAO S.A. ;;4197.0;850819
08/04/2019;COMPRA DE MERCADORIA CONF. NF.  850833 FOR. ATACADAO S.A. ;;1071.59;850833
11/04/2019;COMPRA DE MERCADORIA CONF. NF.  852773 FOR. ATACADAO S.A. ;;1399.0;852773
11/04/2019;COMPRA DE MERCADORIA CONF. NF.  852823 FOR. ATACADAO S.A. ;;3691.13;852823
11/04/2019;COMPRA DE MERCADORIA CONF. NF.  852823 FOR. ATACADAO S.A. ;;1545.13;852823
11/04/2019;COMPRA DE MERCADORIA CONF. NF.  852825 FOR. ATACADAO S.A. ;;178.2;852825
12/04/2019;COMPRA DE MERCADORIA CONF. NF.  853671 FOR. ATACADAO S.A. ;;4616.5;853671
12/04/2019;COMPRA DE MERCADORIA CONF. NF.  853673 FOR. ATACADAO S.A. ;;4107.0;853673
12/04/2019;COMPRA DE MERCADORIA CONF. NF.  853680 FOR. ATACADAO S.A. ;;1495.0;853680
23/04/2019;COMPRA DE MERCADORIA CONF. NF.  857119 FOR. ATACADAO S.A. ;;5476.0;857119
23/04/2019;COMPRA DE MERCADORIA CONF. NF.  857122 FOR. ATACADAO S.A. ;;3546.0;857122
23/04/2019;COMPRA DE MERCADORIA CONF. NF.  857122 FOR. ATACADAO S.A. ;;1710.0;857122
23/04/2019;COMPRA DE MERCADORIA CONF. NF.  857124 FOR. ATACADAO S.A. ;;197.17;857124
23/04/2019;COMPRA DE MERCADORIA CONF. NF.  857126 FOR. ATACADAO S.A. ;;7406.2;857126
23/04/2019;COMPRA DE MERCADORIA CONF. NF.  857127 FOR. ATACADAO S.A. ;;1206.14;857127
23/04/2019;COMPRA DE MERCADORIA CONF. NF.  857131 FOR. ATACADAO S.A. ;;5951.75;857131
23/04/2019;COMPRA DE MERCADORIA CONF. NF.  857133 FOR. ATACADAO S.A. ;;1435.74;857133
23/04/2019;COMPRA DE MERCADORIA CONF. NF.  857134 FOR. ATACADAO S.A. ;;1606.8;857134
23/04/2019;COMPRA DE MERCADORIA CONF. NF.  857134 FOR. ATACADAO S.A. ;;2299.0;857134
30/04/2019;COMPRA DE MERCADORIA CONF. NF.  860613 FOR. ATACADAO S.A. ;;1094.55;860613
30/04/2019;COMPRA DE MERCADORIA CONF. NF.  860618 FOR. ATACADAO S.A. ;;981.87;860618
30/04/2019;COMPRA DE MERCADORIA CONF. NF.  860628 FOR. ATACADAO S.A. ;;5661.0;860628
30/04/2019;COMPRA DE MERCADORIA CONF. NF.  860628 FOR. ATACADAO S.A. ;;816.48;860628
30/04/2019;COMPRA DE MERCADORIA CONF. NF.  860643 FOR. ATACADAO S.A. ;;944.07;860643
06/05/2019;COMPRA DE MERCADORIA CONF. NF.  862754 FOR. ATACADAO S.A. ;;4242.84;862754
06/05/2019;COMPRA DE MERCADORIA CONF. NF.  862754 FOR. ATACADAO S.A. ;;335.04;862754
06/05/2019;COMPRA DE MERCADORIA CONF. NF.  862813 FOR. ATACADAO S.A. ;;3186.12;862813
06/05/2019;COMPRA DE MERCADORIA CONF. NF.  862813 FOR. ATACADAO S.A. ;;164.81;862813
06/05/2019;COMPRA DE MERCADORIA CONF. NF.  862817 FOR. ATACADAO S.A. ;;6957.0;862817
09/05/2019;COMPRA DE MERCADORIA CONF. NF.  863596 FOR. ATACADAO S.A. ;;412.84;863596
09/05/2019;COMPRA DE MERCADORIA CONF. NF.  865134 FOR. ATACADAO S.A. ;;2319.0;865134
09/05/2019;COMPRA DE MERCADORIA CONF. NF.  865214 FOR. ATACADAO S.A. ;;491.49;865214
09/05/2019;COMPRA DE MERCADORIA CONF. NF.  865214 FOR. ATACADAO S.A. ;;1568.03;865214
09/05/2019;COMPRA DE MERCADORIA CONF. NF.  865224 FOR. ATACADAO S.A. ;;2084.5;865224
14/05/2019;COMPRA DE MERCADORIA CONF. NF.  867643 FOR. ATACADAO S.A. ;;2694.86;867643
14/05/2019;COMPRA DE MERCADORIA CONF. NF.  867669 FOR. ATACADAO S.A. ;;1075.27;867669
17/05/2019;COMPRA DE MERCADORIA CONF. NF.  869920 FOR. ATACADAO S.A. ;;445.0;869920
17/05/2019;COMPRA DE MERCADORIA CONF. NF.  869932 FOR. ATACADAO S.A. ;;17270.4;869932
17/05/2019;COMPRA DE MERCADORIA CONF. NF.  869971 FOR. ATACADAO S.A. ;;4750.0;869971
22/05/2019;COMPRA DE MERCADORIA CONF. NF.  871138 FOR. ATACADAO S.A. ;;1281.83;871138
22/05/2019;COMPRA DE MERCADORIA CONF. NF.  871149 FOR. ATACADAO S.A. ;;1369.0;871149
24/05/2019;COMPRA DE MERCADORIA CONF. NF.  872719 FOR. ATACADAO S.A. ;;340.86;872719
24/05/2019;COMPRA DE MERCADORIA CONF. NF.  872749 FOR. ATACADAO S.A. ;;1274.61;872749
30/05/2019;COMPRA DE MERCADORIA CONF. NF.  874920 FOR. ATACADAO S.A. ;;441.6;874920
30/05/2019;COMPRA DE MERCADORIA CONF. NF.  874928 FOR. ATACADAO S.A. ;;448.23;874928
31/05/2019;COMPRA DE MERCADORIA CONF. NF.  876431 FOR. ATACADAO S.A. ;;1950.0;876431
31/05/2019;COMPRA DE MERCADORIA CONF. NF.  876434 FOR. ATACADAO S.A. ;;1227.5;876434
31/05/2019;COMPRA DE MERCADORIA CONF. NF.  876435 FOR. ATACADAO S.A. ;;1227.5;876435
06/06/2019;COMPRA DE MERCADORIA CONF. NF.  877548 FOR. ATACADAO S.A. ;;423.27;877548
11/06/2019;COMPRA DE MERCADORIA CONF. NF.  880035 FOR. ATACADAO S.A. ;;284.05;880035
11/06/2019;COMPRA DE MERCADORIA CONF. NF.  880044 FOR. ATACADAO S.A. ;;1033.5;880044
11/06/2019;COMPRA DE MERCADORIA CONF. NF.  880054 FOR. ATACADAO S.A. ;;449.12;880054
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  881688 FOR. ATACADAO S.A. ;;609.51;881688
15/06/2019;COMPRA DE MERCADORIA CONF. NF.  881688 FOR. ATACADAO S.A. ;;261.36;881688
18/06/2019;COMPRA DE MERCADORIA CONF. NF.  883334 FOR. ATACADAO S.A. ;;3702.83;883334
19/06/2019;COMPRA DE MERCADORIA CONF. NF.  884031 FOR. ATACADAO S.A. ;;1274.61;884031
19/06/2019;COMPRA DE MERCADORIA CONF. NF.  884032 FOR. ATACADAO S.A. ;;1274.61;884032
25/06/2019;COMPRA DE MERCADORIA CONF. NF.  886079 FOR. ATACADAO S.A. ;;1360.75;886079
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  888399 FOR. ATACADAO S.A. ;;3387.25;888399
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  888399 FOR. ATACADAO S.A. ;;791.52;888399
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  888401 FOR. ATACADAO S.A. ;;585.59;888401
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  888403 FOR. ATACADAO S.A. ;;4680.0;888403
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  888762 FOR. ATACADAO S.A. ;;41976.0;888762
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  889737 FOR. ATACADAO S.A. ;;3093.8;889737
15/01/2019;COMPRA DE MERCADORIA CONF. NF.  77103 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;2831.0;77103
30/01/2019;COMPRA DE MERCADORIA CONF. NF.  78066 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;3551.0;78066
12/02/2019;COMPRA DE MERCADORIA CONF. NF.  78904 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;5237.0;78904
28/02/2019;COMPRA DE MERCADORIA CONF. NF.  79937 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;6287.0;79937
13/03/2019;COMPRA DE MERCADORIA CONF. NF.  80906 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;4556.0;80906
26/03/2019;COMPRA DE MERCADORIA CONF. NF.  81620 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;4647.0;81620
09/04/2019;COMPRA DE MERCADORIA CONF. NF.  82739 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;3110.0;82739
23/04/2019;COMPRA DE MERCADORIA CONF. NF.  83679 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;6367.0;83679
07/05/2019;COMPRA DE MERCADORIA CONF. NF.  84978 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;4501.0;84978
21/05/2019;COMPRA DE MERCADORIA CONF. NF.  85873 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;4162.0;85873
05/06/2019;COMPRA DE MERCADORIA CONF. NF.  86734 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;5415.0;86734
05/06/2019;COMPRA DE MERCADORIA CONF. NF.  87081 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;220.0;87081
18/06/2019;COMPRA DE MERCADORIA CONF. NF.  88106 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;4455.0;88106
29/06/2019;COMPRA DE MERCADORIA CONF. NF.  88726 FOR. NOSSA FRUTA BRASIL  INDUSTRIA DE ALIMENTO ;;3600.0;88726
07/01/2019;COMPRA DE MERCADORIA CONF. NF.  374510 FOR. KARNE KEIJO LOG.  INTEGRADA LTDA ;;7361.48;374510
07/01/2019;COMPRA DE MERCADORIA CONF. NF.  374510 FOR. KARNE KEIJO LOG.  INTEGRADA LTDA ;;445.96;374510
07/01/2019;COMPRA DE MERCADORIA CONF. NF.  374511 FOR. KARNE KEIJO LOG.  INTEGRADA LTDA ;;288.78;374511
08/01/2019;COMPRA DE MERCADORIA CONF. NF.  375679 FOR. KARNE KEIJO LOG.  INTEGRADA LTDA ;;1782.6;375679
11/01/2019;COMPRA DE MERCADORIA CONF. NF.  376868 FOR. KARNE KEIJO LOG.  INTEGRADA LTDA ;;6823.44;376868
11/01/2019;COMPRA DE MERCADORIA CONF. NF.  376868 FOR. KARNE KEIJO LOG.  INTEGRADA LTDA ;;447.6;376868
21/01/2019;COMPRA DE MERCADORIA CONF. NF.  378904 FOR. KARNE KEIJO LOG.  INTEGRADA LTDA ;;975.29;378904
